name,body_part,target,equipment,gif_url,image
"lever calf press","lower legs","calves","leverage machine","videos/2289-7B4F5nZ.gif","images/2289-7B4F5nZ.jpg"
"lever chest press","chest","pectorals","leverage machine","videos/0577-T0yTjgW.gif","images/0577-T0yTjgW.jpg"
"lever chest press","chest","pectorals","leverage machine","videos/0576-DOoWcnA.gif","images/0576-DOoWcnA.jpg"
"lever deadlift","upper legs","glutes","leverage machine","videos/0578-GUT8I22.gif","images/0578-GUT8I22.jpg"
"lever decline chest press","chest","pectorals","leverage machine","videos/1300-vsVoPHt.gif","images/1300-vsVoPHt.jpg"
"lever donkey calf raise","lower legs","calves","leverage machine","videos/1253-C9LuR4A.gif","images/1253-C9LuR4A.jpg"
"lever front pulldown","back","lats","leverage machine","videos/0579-7F1DVzn.gif","images/0579-7F1DVzn.jpg"
"lever gripless shrug","back","traps","leverage machine","videos/0580-f91FwXG.gif","images/0580-f91FwXG.jpg"
"lever gripless shrug v. 2","back","traps","leverage machine","videos/1439-cbuFJrn.gif","images/1439-cbuFJrn.jpg"
"lever gripper hands","lower arms","forearms","leverage machine","videos/2288-mKwcrHn.gif","images/2288-mKwcrHn.jpg"
"lever hammer grip preacher curl","upper arms","biceps","leverage machine","videos/1615-OAguZoG.gif","images/1615-OAguZoG.jpg"
"lever high row","back","upper back","leverage machine","videos/0581-nZZZy9m.gif","images/0581-nZZZy9m.jpg"
"lever hip extension v. 2","upper legs","glutes","leverage machine","videos/2286-OPqShYN.gif","images/2286-OPqShYN.jpg"
"lever horizontal one leg press","upper legs","glutes","leverage machine","videos/2611-9KU9TYF.gif","images/2611-9KU9TYF.jpg"
"lever incline chest press","chest","pectorals","leverage machine","videos/1299-jHAnWmT.gif","images/1299-jHAnWmT.jpg"
"lever incline chest press v. 2","chest","pectorals","leverage machine","videos/1479-o17Jfkt.gif","images/1479-o17Jfkt.jpg"
"lever kneeling leg curl","upper legs","hamstrings","leverage machine","videos/0582-nnmCTLN.gif","images/0582-nnmCTLN.jpg"
"lever kneeling twist","waist","abs","leverage machine","videos/0583-sZOR9EV.gif","images/0583-sZOR9EV.jpg"
"lever lateral raise","shoulders","delts","leverage machine","videos/0584-dRTfGZT.gif","images/0584-dRTfGZT.jpg"
"lever leg extension","upper legs","quads","leverage machine","videos/0585-my33uHU.gif","images/0585-my33uHU.jpg"
"lever lying leg curl","upper legs","hamstrings","leverage machine","videos/0586-17lJ1kr.gif","images/0586-17lJ1kr.jpg"
"lever lying two-one leg curl","upper legs","hamstrings","leverage machine","videos/3195-UXpKJoq.gif","images/3195-UXpKJoq.jpg"
"lever military press","shoulders","delts","leverage machine","videos/0587-CggQhII.gif","images/0587-CggQhII.jpg"
"lever narrow grip seated row","back","upper back","leverage machine","videos/0588-IGjKj1v.gif","images/0588-IGjKj1v.jpg"
"lever one arm bent over row","back","upper back","barbell","videos/0589-Fhdtwf3.gif","images/0589-Fhdtwf3.jpg"
"lever one arm lateral high row","back","upper back","leverage machine","videos/1356-OIFMAp1.gif","images/1356-OIFMAp1.jpg"
"lever one arm lateral wide pulldown","back","lats","leverage machine","videos/1347-tTuZSDT.gif","images/1347-tTuZSDT.jpg"
"lever one arm shoulder press","shoulders","delts","leverage machine","videos/0590-2KGnL6M.gif","images/0590-2KGnL6M.jpg"
"lever overhand triceps dip","upper arms","triceps","leverage machine","videos/0591-D5yqP2p.gif","images/0591-D5yqP2p.jpg"
"lever preacher curl","upper arms","biceps","leverage machine","videos/0592-b6hQYMb.gif","images/0592-b6hQYMb.jpg"
"lever preacher curl v. 2","upper arms","biceps","leverage machine","videos/1614-ye84CTU.gif","images/1614-ye84CTU.jpg"
"lever pullover","back","lats","leverage machine","videos/2285-4U7iLb5.gif","images/2285-4U7iLb5.jpg"
"lever reverse grip lateral pulldown","back","lats","leverage machine","videos/2736-ky8FLU8.gif","images/2736-ky8FLU8.jpg"
"lever reverse grip preacher curl","upper arms","biceps","leverage machine","videos/1616-kj3hy6W.gif","images/1616-kj3hy6W.jpg"
"lever reverse grip vertical row","back","upper back","leverage machine","videos/1348-ZqNOWQ6.gif","images/1348-ZqNOWQ6.jpg"
"lever reverse hyperextension","upper legs","glutes","leverage machine","videos/0593-Krmb3cB.gif","images/0593-Krmb3cB.jpg"
"lever reverse t-bar row","back","upper back","leverage machine","videos/1349-BgljGjd.gif","images/1349-BgljGjd.jpg"
"lever rotary calf","lower legs","calves","leverage machine","videos/2315-MrgP9L6.gif","images/2315-MrgP9L6.jpg"
"lever seated calf press","lower legs","calves","leverage machine","videos/2335-Ie9UGty.gif","images/2335-Ie9UGty.jpg"
"lever seated calf raise","lower legs","calves","leverage machine","videos/0594-bOOdeyc.gif","images/0594-bOOdeyc.jpg"
"lever seated crunch","waist","abs","leverage machine","videos/1452-Wgaz7pm.gif","images/1452-Wgaz7pm.jpg"
"lever seated crunch (chest pad)","waist","abs","leverage machine","videos/0595-ZnJHhMk.gif","images/0595-ZnJHhMk.jpg"
"lever seated crunch v. 2","waist","abs","leverage machine","videos/3760-eXFXCY0.gif","images/3760-eXFXCY0.jpg"
"lever seated dip","upper arms","triceps","leverage machine","videos/1451-BRImeP8.gif","images/1451-BRImeP8.jpg"
"lever seated fly","chest","pectorals","leverage machine","videos/0596-v3xmPAR.gif","images/0596-v3xmPAR.jpg"
"lever seated good morning","upper legs","glutes","leverage machine","videos/3759-XsCcxCC.gif","images/3759-XsCcxCC.jpg"
"lever seated hip abduction","upper legs","abductors","leverage machine","videos/0597-CHpahtl.gif","images/0597-CHpahtl.jpg"
"lever seated hip adduction","upper legs","adductors","leverage machine","videos/0598-oHsrypV.gif","images/0598-oHsrypV.jpg"
"lever seated leg curl","upper legs","hamstrings","leverage machine","videos/0599-Zg3XY7P.gif","images/0599-Zg3XY7P.jpg"
"lever seated leg raise crunch","waist","abs","leverage machine","videos/0600-PQ2AtC3.gif","images/0600-PQ2AtC3.jpg"
"lever seated reverse fly","shoulders","delts","leverage machine","videos/0602-myfUsKf.gif","images/0602-myfUsKf.jpg"
"lever seated reverse fly (parallel grip)","shoulders","delts","leverage machine","videos/0601-xiHiJcA.gif","images/0601-xiHiJcA.jpg"
"lever seated row","back","upper back","leverage machine","videos/1350-7I6LNUG.gif","images/1350-7I6LNUG.jpg"
"lever seated squat calf raise on leg press machine","lower legs","calves","leverage machine","videos/1385-IeDEXTe.gif","images/1385-IeDEXTe.jpg"
"lever shoulder press","shoulders","delts","leverage machine","videos/0603-67n3r98.gif","images/0603-67n3r98.jpg"
"lever shoulder press v. 2","shoulders","delts","leverage machine","videos/0869-vqsbmL0.gif","images/0869-vqsbmL0.jpg"
"lever shoulder press v. 3","shoulders","delts","leverage machine","videos/2318-dNFYIU1.gif","images/2318-dNFYIU1.jpg"
"lever shrug","back","traps","leverage machine","videos/0604-ZZKbeMw.gif","images/0604-ZZKbeMw.jpg"
"lever standing calf raise","lower legs","calves","leverage machine","videos/0605-ykUOVze.gif","images/0605-ykUOVze.jpg"
"lever standing chest press","chest","pectorals","leverage machine","videos/3758-WbNq5Xu.gif","images/3758-WbNq5Xu.jpg"
"lever t bar row","back","upper back","leverage machine","videos/0606-aaXr7ld.gif","images/0606-aaXr7ld.jpg"
"lever t-bar reverse grip row","back","upper back","leverage machine","videos/1351-FVM1AUZ.gif","images/1351-FVM1AUZ.jpg"
"lever triceps extension","upper arms","triceps","leverage machine","videos/0607-Ser9eQp.gif","images/0607-Ser9eQp.jpg"
"lever unilateral row","back","upper back","leverage machine","videos/1313-oROuvrX.gif","images/1313-oROuvrX.jpg"
"london bridge","back","upper back","rope","videos/0609-bLyQokI.gif","images/0609-bLyQokI.jpg"
"low glute bridge on floor","upper legs","glutes","body weight","videos/3013-u0cNiij.gif","images/3013-u0cNiij.jpg"
"lower back curl","back","spine","body weight","videos/1352-ANbbry2.gif","images/1352-ANbbry2.jpg"
"lunge with jump","upper legs","glutes","body weight","videos/3582-PM1PZjg.gif","images/3582-PM1PZjg.jpg"
"lunge with twist","waist","abs","body weight","videos/1688-K9VL0Jq.gif","images/1688-K9VL0Jq.jpg"
"lying (side) quads stretch","upper legs","quads","body weight","videos/0613-BWnJR72.gif","images/0613-BWnJR72.jpg"
"lying elbow to knee","waist","abs","body weight","videos/2312-AQIhRjM.gif","images/2312-AQIhRjM.jpg"
"lying leg raise flat bench","waist","abs","body weight","videos/0620-WhuFnR7.gif","images/0620-WhuFnR7.jpg"
"lying leg-hip raise","waist","abs","body weight","videos/0865-9IxJdtC.gif","images/0865-9IxJdtC.jpg"
"machine inner chest press","chest","pectorals","leverage machine","videos/1301-wDN97Ca.gif","images/1301-wDN97Ca.jpg"
"march sit (wall)","upper legs","glutes","body weight","videos/0624-sVQCCeG.gif","images/0624-sVQCCeG.jpg"
"medicine ball catch and overhead throw","back","lats","medicine ball","videos/1353-PsVS1QP.gif","images/1353-PsVS1QP.jpg"
"medicine ball chest pass","chest","pectorals","medicine ball","videos/1302-aDoFKrE.gif","images/1302-aDoFKrE.jpg"
"medicine ball chest push from 3 point stance","chest","pectorals","medicine ball","videos/1303-dCJnuVq.gif","images/1303-dCJnuVq.jpg"
"medicine ball chest push multiple response","chest","pectorals","medicine ball","videos/1304-7aolH9D.gif","images/1304-7aolH9D.jpg"
"medicine ball chest push single response","chest","pectorals","medicine ball","videos/1305-jeHtrlO.gif","images/1305-jeHtrlO.jpg"
"medicine ball chest push with run release","chest","pectorals","medicine ball","videos/1312-pX9Elbe.gif","images/1312-pX9Elbe.jpg"
"medicine ball close grip push up","upper arms","triceps","medicine ball","videos/1701-8K7m2SS.gif","images/1701-8K7m2SS.jpg"
"medicine ball overhead slam","back","upper back","medicine ball","videos/1354-oHg8eop.gif","images/1354-oHg8eop.jpg"
"medicine ball supine chest throw","upper arms","triceps","medicine ball","videos/1750-Al3tP0D.gif","images/1750-Al3tP0D.jpg"
"mixed grip chin-up","back","lats","body weight","videos/0627-T8UpLkb.gif","images/0627-T8UpLkb.jpg"
"modified hindu push-up (male)","chest","pectorals","body weight","videos/3217-epOSYUZ.gif","images/3217-epOSYUZ.jpg"
"modified push up to lower arms","lower arms","forearms","body weight","videos/1421-arvaszz.gif","images/1421-arvaszz.jpg"
"monster walk","upper legs","glutes","body weight","videos/0628-O95afRA.gif","images/0628-O95afRA.jpg"
"mountain climber","cardio","cardiovascular system","body weight","videos/0630-RJgzwny.gif","images/0630-RJgzwny.jpg"
"muscle up","back","lats","body weight","videos/0631-yJUHKTn.gif","images/0631-yJUHKTn.jpg"
"muscle-up (on vertical bar)","back","lats","body weight","videos/1401-Af0EW2I.gif","images/1401-Af0EW2I.jpg"
"narrow push-up on exercise ball","upper arms","triceps","stability ball","videos/2328-4cWjYEN.gif","images/2328-4cWjYEN.jpg"
"neck side stretch","neck","levator scapulae","body weight","videos/1403-x2chWLO.gif","images/1403-x2chWLO.jpg"
"negative crunch","waist","abs","body weight","videos/0634-szIn2UK.gif","images/0634-szIn2UK.jpg"
"oblique crunch v. 2","waist","abs","body weight","videos/1495-cJgSTmh.gif","images/1495-cJgSTmh.jpg"
"oblique crunches floor","waist","abs","body weight","videos/0635-QUDd8WS.gif","images/0635-QUDd8WS.jpg"
"olympic barbell hammer curl","upper arms","biceps","olympic barbell","videos/0636-o1ntciW.gif","images/0636-o1ntciW.jpg"
"olympic barbell triceps extension","upper arms","triceps","olympic barbell","videos/0637-wu5LXwz.gif","images/0637-wu5LXwz.jpg"
"one arm against wall","back","lats","body weight","videos/1355-ZZTGMKh.gif","images/1355-ZZTGMKh.jpg"
"one arm chin-up","back","lats","body weight","videos/0638-HjdqmZa.gif","images/0638-HjdqmZa.jpg"
"one arm dip","upper arms","triceps","body weight","videos/0639-FAoIFMw.gif","images/0639-FAoIFMw.jpg"
"one arm slam (with medicine ball)","waist","abs","medicine ball","videos/0640-jCrtE9b.gif","images/0640-jCrtE9b.jpg"
"one arm towel row","back","upper back","body weight","videos/1773-bKWbrTA.gif","images/1773-bKWbrTA.jpg"
"one leg donkey calf raise","lower legs","calves","body weight","videos/1386-A2upspL.gif","images/1386-A2upspL.jpg"
"one leg floor calf raise","lower legs","calves","body weight","videos/1387-0jp9Rlz.gif","images/1387-0jp9Rlz.jpg"
"one leg squat","upper legs","glutes","body weight","videos/1476-C31LMnP.gif","images/1476-C31LMnP.jpg"
"otis up","waist","abs","weighted","videos/0641-UVL20oz.gif","images/0641-UVL20oz.jpg"
"outside leg kick push-up","upper legs","glutes","body weight","videos/0642-jNU1gFQ.gif","images/0642-jNU1gFQ.jpg"
"overhead triceps stretch","upper arms","triceps","body weight","videos/0643-Z5YStHW.gif","images/0643-Z5YStHW.jpg"
"pelvic tilt","waist","abs","body weight","videos/3147-NKJ8o6x.gif","images/3147-NKJ8o6x.jpg"
"pelvic tilt into bridge","upper legs","glutes","body weight","videos/1422-D9qe7CM.gif","images/1422-D9qe7CM.jpg"
"peroneals stretch","lower legs","calves","rope","videos/1388-XhfS1DZ.gif","images/1388-XhfS1DZ.jpg"
"pike-to-cobra push-up","upper legs","glutes","body weight","videos/3662-XPUDTt7.gif","images/3662-XPUDTt7.jpg"
"plyo push up","chest","pectorals","body weight","videos/1306-Snj1wSv.gif","images/1306-Snj1wSv.jpg"
"posterior step to overhead reach","waist","abs","body weight","videos/1687-ErqK3UL.gif","images/1687-ErqK3UL.jpg"
"posterior tibialis stretch","lower legs","calves","rope","videos/1389-DEEqoI2.gif","images/1389-DEEqoI2.jpg"
"potty squat","waist","abs","body weight","videos/3119-75Bgtjy.gif","images/3119-75Bgtjy.jpg"
"potty squat with support","upper legs","glutes","body weight","videos/3132-b63ZzGe.gif","images/3132-b63ZzGe.jpg"
"power clean","upper legs","hamstrings","barbell","videos/0648-SiWCcTN.gif","images/0648-SiWCcTN.jpg"
"power point plank","waist","abs","body weight","videos/3665-hCjGsRQ.gif","images/3665-hCjGsRQ.jpg"
"prisoner half sit-up (male)","waist","abs","body weight","videos/3203-mgejmGP.gif","images/3203-mgejmGP.jpg"
"prone twist on stability ball","waist","abs","stability ball","videos/1707-1IG6gVF.gif","images/1707-1IG6gVF.jpg"
"pull up (neutral grip)","back","lats","body weight","videos/0651-0V2YQjW.gif","images/0651-0V2YQjW.jpg"
"pull-in (on stability ball)","waist","abs","stability ball","videos/0650-UQr48Oi.gif","images/0650-UQr48Oi.jpg"
"pull-up","back","lats","body weight","videos/0652-lBDjFxJ.gif","images/0652-lBDjFxJ.jpg"
"push and pull bodyweight","chest","pectorals","body weight","videos/1689-wXvUZC8.gif","images/1689-wXvUZC8.jpg"
"push to run","cardio","cardiovascular system","body weight","videos/3638-PrQbjvB.gif","images/3638-PrQbjvB.jpg"
"push up on bosu ball","chest","pectorals","bosu ball","videos/1307-wVompEp.gif","images/1307-wVompEp.jpg"
"push-up","chest","pectorals","body weight","videos/0662-I4hDWkc.gif","images/0662-I4hDWkc.jpg"
"push-up (bosu ball)","chest","pectorals","bosu ball","videos/0653-2kr2lWy.gif","images/0653-2kr2lWy.jpg"
"push-up (on stability ball)","chest","pectorals","stability ball","videos/0655-Y4BRNQF.gif","images/0655-Y4BRNQF.jpg"
"push-up (on stability ball)","chest","pectorals","stability ball","videos/0656-tgryw5Y.gif","images/0656-tgryw5Y.jpg"
"push-up (wall)","chest","pectorals","body weight","videos/0659-LEH9jxP.gif","images/0659-LEH9jxP.jpg"
"push-up (wall) v. 2","chest","pectorals","body weight","videos/0658-NCmbLCw.gif","images/0658-NCmbLCw.jpg"
"push-up close-grip off dumbbell","upper arms","triceps","dumbbell","videos/0660-KZXAtKQ.gif","images/0660-KZXAtKQ.jpg"
"push-up inside leg kick","upper legs","glutes","body weight","videos/0661-0br45wL.gif","images/0661-0br45wL.jpg"
"push-up medicine ball","chest","pectorals","medicine ball","videos/0663-W8KAlkI.gif","images/0663-W8KAlkI.jpg"
"push-up on lower arms","upper arms","triceps","body weight","videos/1467-4Jt8QsQ.gif","images/1467-4Jt8QsQ.jpg"
"push-up plus","chest","pectorals","body weight","videos/3145-pvBMLHA.gif","images/3145-pvBMLHA.jpg"
"push-up to side plank","waist","abs","body weight","videos/0664-KhHJ338.gif","images/0664-KhHJ338.jpg"
"quads","upper legs","quads","body weight","videos/3533-6YUfHPL.gif","images/3533-6YUfHPL.jpg"
"quarter sit-up","waist","abs","body weight","videos/3201-enxnJcM.gif","images/3201-enxnJcM.jpg"
"quick feet v. 2","upper legs","quads","body weight","videos/3552-mweqJin.gif","images/3552-mweqJin.jpg"
"raise single arm push-up","chest","pectorals","body weight","videos/0666-13TpY4H.gif","images/0666-13TpY4H.jpg"
"rear decline bridge","upper legs","glutes","body weight","videos/0668-UpAlold.gif","images/0668-UpAlold.jpg"
"rear deltoid stretch","shoulders","delts","body weight","videos/0669-xifhB5W.gif","images/0669-xifhB5W.jpg"
"rear pull-up","back","lats","body weight","videos/0670-CbFSYC1.gif","images/0670-CbFSYC1.jpg"
"reclining big toe pose with rope","upper legs","hamstrings","rope","videos/1582-K5xgdvI.gif","images/1582-K5xgdvI.jpg"
"resistance band hip thrusts on knees (female)","upper legs","glutes","resistance band","videos/3236-Pjbc0Kt.gif","images/3236-Pjbc0Kt.jpg"
"resistance band leg extension","upper legs","quads","resistance band","videos/3007-Y1MsI1l.gif","images/3007-Y1MsI1l.jpg"
"resistance band seated biceps curl","upper arms","biceps","resistance band","videos/3123-XFc3vpY.gif","images/3123-XFc3vpY.jpg"
"resistance band seated chest press","chest","pectorals","resistance band","videos/3124-4x5Okof.gif","images/3124-4x5Okof.jpg"
"resistance band seated hip abduction","upper legs","abductors","resistance band","videos/3006-0xDpB4L.gif","images/3006-0xDpB4L.jpg"
"resistance band seated shoulder press","shoulders","delts","resistance band","videos/3122-S93zLTG.gif","images/3122-S93zLTG.jpg"
"resistance band seated straight back row","back","upper back","resistance band","videos/3144-Nu7jqFE.gif","images/3144-Nu7jqFE.jpg"
"reverse crunch","waist","abs","body weight","videos/0872-nCU1Ekp.gif","images/0872-nCU1Ekp.jpg"
"reverse dip","upper arms","triceps","body weight","videos/0672-NZ5Qqkz.gif","images/0672-NZ5Qqkz.jpg"
"reverse grip machine lat pulldown","back","lats","leverage machine","videos/0673-ecpY0rH.gif","images/0673-ecpY0rH.jpg"
"reverse grip pull-up","back","lats","body weight","videos/0674-YAk5dIw.gif","images/0674-YAk5dIw.jpg"
"reverse hyper extension (on stability ball)","upper legs","glutes","stability ball","videos/0675-vM5YS2g.gif","images/0675-vM5YS2g.jpg"
"reverse hyper on flat bench","upper legs","glutes","body weight","videos/1423-OrETs32.gif","images/1423-OrETs32.jpg"
"reverse plank with leg lift","waist","abs","body weight","videos/3663-tFToB7l.gif","images/3663-tFToB7l.jpg"
"ring dips","upper arms","triceps","body weight","videos/0677-ezTvXcr.gif","images/0677-ezTvXcr.jpg"
"rocking frog stretch","upper legs","glutes","body weight","videos/2571-2Dk4xQV.gif","images/2571-2Dk4xQV.jpg"
"rocky pull-up pulldown","back","lats","body weight","videos/0678-cQ19bBP.gif","images/0678-cQ19bBP.jpg"
"roller back stretch","back","spine","roller","videos/2208-isofgzg.gif","images/2208-isofgzg.jpg"
"roller body saw","waist","abs","roller","videos/2204-XeMvLgE.gif","images/2204-XeMvLgE.jpg"
"roller hip lat stretch","upper legs","glutes","roller","videos/2205-0L2KwtI.gif","images/2205-0L2KwtI.jpg"
"roller hip stretch","upper legs","glutes","roller","videos/2202-oMypNrz.gif","images/2202-oMypNrz.jpg"
"roller reverse crunch","waist","abs","roller","videos/2206-SKXQAx3.gif","images/2206-SKXQAx3.jpg"
"roller seated shoulder flexor depresor retractor","chest","pectorals","roller","videos/2203-8coXSYU.gif","images/2203-8coXSYU.jpg"
"roller seated single leg shoulder flexor depresor retractor","chest","pectorals","roller","videos/2209-CjETvlw.gif","images/2209-CjETvlw.jpg"
"roller side lat stretch","back","lats","roller","videos/2207-c3Pfhti.gif","images/2207-c3Pfhti.jpg"
"rope climb","back","upper back","rope","videos/0680-yaAxcQr.gif","images/0680-yaAxcQr.jpg"
"run","cardio","cardiovascular system","body weight","videos/0685-oLrKqDH.gif","images/0685-oLrKqDH.jpg"
"run (equipment)","cardio","cardiovascular system","body weight","videos/0684-y5p0H8a.gif","images/0684-y5p0H8a.jpg"
"runners stretch","upper legs","hamstrings","body weight","videos/1585-0mB6wHO.gif","images/1585-0mB6wHO.jpg"
"russian twist","waist","abs","body weight","videos/0687-XVDdcoj.gif","images/0687-XVDdcoj.jpg"
"scapula dips","back","traps","body weight","videos/3012-7xeukSt.gif","images/3012-7xeukSt.jpg"
"scapula push-up","chest","serratus anterior","body weight","videos/3021-jV65tKx.gif","images/3021-jV65tKx.jpg"
"scapular pull-up","back","traps","body weight","videos/0688-uTBt1HV.gif","images/0688-uTBt1HV.jpg"
"scissor jumps (male)","cardio","cardiovascular system","body weight","videos/3219-Eh2v5Iu.gif","images/3219-Eh2v5Iu.jpg"
"seated calf stretch (male)","lower legs","calves","body weight","videos/1390-17bqEXD.gif","images/1390-17bqEXD.jpg"
"seated glute stretch","upper legs","glutes","body weight","videos/1424-DeDThfG.gif","images/1424-DeDThfG.jpg"
"seated leg raise","waist","abs","body weight","videos/0689-Hgs6Nl1.gif","images/0689-Hgs6Nl1.jpg"
"seated lower back stretch","back","lats","body weight","videos/0690-QFmz6ch.gif","images/0690-QFmz6ch.jpg"
"seated piriformis stretch","upper legs","glutes","body weight","videos/2567-QY39eBr.gif","images/2567-QY39eBr.jpg"
"seated side crunch (wall)","waist","abs","body weight","videos/0691-Y9hNPcN.gif","images/0691-Y9hNPcN.jpg"
"seated wide angle pose sequence","upper legs","hamstrings","body weight","videos/1587-HIgYKAB.gif","images/1587-HIgYKAB.jpg"
"self assisted inverse leg curl","upper legs","hamstrings","body weight","videos/0697-GwYwElT.gif","images/0697-GwYwElT.jpg"
"self assisted inverse leg curl","upper legs","hamstrings","body weight","videos/1766-ZSY3MsL.gif","images/1766-ZSY3MsL.jpg"
"self assisted inverse leg curl (on floor)","upper legs","hamstrings","body weight","videos/0696-E4PwJqI.gif","images/0696-E4PwJqI.jpg"
"semi squat jump (male)","cardio","cardiovascular system","body weight","videos/3222-6FMU51h.gif","images/3222-6FMU51h.jpg"
"short stride run","cardio","cardiovascular system","body weight","videos/3656-CcWEoWV.gif","images/3656-CcWEoWV.jpg"
"shoulder grip pull-up","back","lats","body weight","videos/1763-YtgD7Xq.gif","images/1763-YtgD7Xq.jpg"
"shoulder tap","waist","abs","body weight","videos/3699-yRpV5TC.gif","images/3699-yRpV5TC.jpg"
"shoulder tap push-up","chest","pectorals","body weight","videos/0699-qEse6fe.gif","images/0699-qEse6fe.jpg"
"side bridge hip abduction","upper legs","abductors","body weight","videos/1774-WL4EmxJ.gif","images/1774-WL4EmxJ.jpg"
"side bridge v. 2","waist","abs","body weight","videos/0705-RKjH6Lt.gif","images/0705-RKjH6Lt.jpg"
"side hip (on parallel bars)","waist","abs","body weight","videos/0709-jTkSc6o.gif","images/0709-jTkSc6o.jpg"
"side hip abduction","upper legs","abductors","body weight","videos/0710-7WaDzyL.gif","images/0710-7WaDzyL.jpg"
"side lying floor stretch","back","lats","body weight","videos/1358-jDOKRM5.gif","images/1358-jDOKRM5.jpg"
"side lying hip adduction (male)","upper legs","adductors","body weight","videos/3667-c8f5cSY.gif","images/3667-c8f5cSY.jpg"
"side plank hip adduction","upper legs","adductors","body weight","videos/1775-VO2qeJg.gif","images/1775-VO2qeJg.jpg"
"side push neck stretch","neck","levator scapulae","body weight","videos/0716-oQRJYkC.gif","images/0716-oQRJYkC.jpg"
"side push-up","upper arms","triceps","body weight","videos/0717-wpbD28t.gif","images/0717-wpbD28t.jpg"
"side wrist pull stretch","lower arms","forearms","body weight","videos/0721-UtmIqcI.gif","images/0721-UtmIqcI.jpg"
"side-to-side chin","back","lats","body weight","videos/0720-isAAZWA.gif","images/0720-isAAZWA.jpg"
"side-to-side toe touch (male)","waist","abs","body weight","videos/3213-WCAvOfC.gif","images/3213-WCAvOfC.jpg"
"single arm push-up","chest","pectorals","body weight","videos/0725-MUic5zN.gif","images/0725-MUic5zN.jpg"
"single leg bridge with outstretched leg","upper legs","glutes","body weight","videos/3645-rmEukuS.gif","images/3645-rmEukuS.jpg"
"single leg calf raise (on a dumbbell)","lower legs","calves","dumbbell","videos/0727-fKZgDEO.gif","images/0727-fKZgDEO.jpg"
"single leg platform slide","upper legs","hamstrings","body weight","videos/0730-LNE3wfo.gif","images/0730-LNE3wfo.jpg"
"single leg squat (pistol) male","upper legs","glutes","body weight","videos/1759-nqs5HGV.gif","images/1759-nqs5HGV.jpg"
"sissy squat","upper legs","quads","body weight","videos/1489-xdYPUtE.gif","images/1489-xdYPUtE.jpg"
"sit-up v. 2","waist","abs","body weight","videos/0735-Bn6TXyO.gif","images/0735-Bn6TXyO.jpg"
"sit-up with arms on chest","waist","abs","body weight","videos/3679-6ZCiYWQ.gif","images/3679-6ZCiYWQ.jpg"
"skater hops","cardio","cardiovascular system","body weight","videos/3361-zfNHMN9.gif","images/3361-zfNHMN9.jpg"
"ski ergometer","upper arms","triceps","skierg machine","videos/2142-vpQaQkH.gif","images/2142-vpQaQkH.jpg"
"ski step","cardio","cardiovascular system","body weight","videos/3671-5MRH8H2.gif","images/3671-5MRH8H2.jpg"
"skin the cat","back","upper back","body weight","videos/3304-MSfvriJ.gif","images/3304-MSfvriJ.jpg"
"sled 45 degrees one leg press","upper legs","glutes","sled machine","videos/1425-WWD6FzI.gif","images/1425-WWD6FzI.jpg"
"sled 45в° calf press","lower legs","calves","sled machine","videos/0738-qCNVnaU.gif","images/0738-qCNVnaU.jpg"
"sled 45в° leg press","upper legs","glutes","sled machine","videos/0739-10Z2DXU.gif","images/0739-10Z2DXU.jpg"
"sled 45в° leg press (back pov)","upper legs","glutes","sled machine","videos/1464-yn2lLSI.gif","images/1464-yn2lLSI.jpg"
"sled 45° leg press (side pov)","upper legs","glutes","sled machine","videos/1463-2Qh2J1e.gif","images/1463-2Qh2J1e.jpg"
"sled 45в° leg wide press","upper legs","glutes","sled machine","videos/0740-tj41Nu6.gif","images/0740-tj41Nu6.jpg"
"sled calf press on leg press","lower legs","calves","sled machine","videos/1391-ykHcWme.gif","images/1391-ykHcWme.jpg"
"sled closer hack squat","upper legs","glutes","sled machine","videos/0741-gf3ZjB9.gif","images/0741-gf3ZjB9.jpg"
"sled forward angled calf raise","lower legs","calves","sled machine","videos/0742-XDOiFns.gif","images/0742-XDOiFns.jpg"
"sled hack squat","upper legs","glutes","sled machine","videos/0743-Qa55kX1.gif","images/0743-Qa55kX1.jpg"
"sled lying calf press","lower legs","calves","sled machine","videos/2334-g376LuL.gif","images/2334-g376LuL.jpg"
"sled lying squat","upper legs","glutes","sled machine","videos/0744-9n2149Z.gif","images/0744-9n2149Z.jpg"
"sled one leg calf press on leg press","lower legs","calves","sled machine","videos/1392-u0pLNgz.gif","images/1392-u0pLNgz.jpg"
"sledge hammer","waist","abs","hammer","videos/1496-REXmfVC.gif","images/1496-REXmfVC.jpg"
"smith back shrug","back","traps","smith machine","videos/0746-MzNnwx9.gif","images/0746-MzNnwx9.jpg"
"smith behind neck press","shoulders","delts","smith machine","videos/0747-Gpn4ADc.gif","images/0747-Gpn4ADc.jpg"
"smith bench press","chest","pectorals","smith machine","videos/0748-trqKQv2.gif","images/0748-trqKQv2.jpg"
"smith bent knee good morning","upper legs","glutes","smith machine","videos/0749-1bQkKZK.gif","images/0749-1bQkKZK.jpg"
"smith bent over row","back","upper back","smith machine","videos/1359-ZX9UZmj.gif","images/1359-ZX9UZmj.jpg"
"smith chair squat","upper legs","quads","smith machine","videos/0750-Gu2rNJd.gif","images/0750-Gu2rNJd.jpg"
